id,nome,rango,intervallo_iniziale,intervallo_finale,eta_massima,eta_minima,longitudine,latitudine,codice_paese,stato_regione,formazione,gruppo_geologico,phylum,classe,ordine,famiglia,genere,origine_dataset,fonte_riempimento_tassonomia
313328,Podozamites,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313329,Podozamites,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313330,Podozamites,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313332,Thaumatopteris,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Thaumatopteris,1,
313333,Todites,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313334,Todites,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313335,Ixostrobus,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Ixostrobus,1,PBDB
313336,Cycadocarpidium,genus,Early Jurassic,,201.4,174.7,122.800003,48.0,CN,Jilin,Hongqi,,Coniferophyta,<NA>,<NA>,<NA>,Cycadocarpidium,1,PBDB
313337,Anthrophyopsis,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Anthrophyopsis,1,PBDB
313338,Baiera,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,1,
313339,Cladophlebis,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313340,Clathropteris,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,<NA>,Polypodiaceae,Clathropteris,1,PBDB
313341,Drepanozamites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Cycadophyta,Cycadopsida,<NA>,<NA>,Drepanozamites,1,PBDB
313342,Lepidopteris,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Peltaspermaceae,Lepidopteris,1,
313343,Marattiopsis,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,Marattiales,Marattiaceae,Marattiopsis,1,
313344,Phlebopteris,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,Gleicheniales,Matoniaceae,Phlebopteris,1,
313345,Podozamites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313346,Pterophyllum,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313347,Pterophyllum,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313348,Ptilozamites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Umkomasiaceae,Ptilozamites,1,
313349,Ptilozamites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Umkomasiaceae,Ptilozamites,1,
313350,Sinoctenis,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Cycadophyta,<NA>,<NA>,<NA>,Sinoctenis,1,PBDB
313351,Sphenozamites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Cycadophyta,Cycadopsida,Cycadales,Cycadaceae,Sphenozamites,1,
313352,Taeniopteris,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Taeniopteris,1,PBDB
313353,Thaumatopteris,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Thaumatopteris,1,
313354,Todites,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313355,Carpolithus,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Angiospermae,<NA>,<NA>,<NA>,Carpolithus,1,PBDB
313356,Amdrupia,genus,Norian,,227.3,205.7,113.300003,26.1,CN,Hunan,Yangmeilong,,Gymnospermae,<NA>,<NA>,<NA>,Amdrupia,1,PBDB
313357,Neocalamites,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313358,Pleuromeia,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Lycopodiophyta,Lycopodiopsida,Isoetales,Pleuromeiaceae,Pleuromeia,1,
313359,Aipteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Peltaspermaceae,Aipteris,1,
313360,Chiropteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Cycadophyta,Cycadopsida,Pteridospermales,<NA>,Chiropteris,1,PBDB
313361,Cladophlebis,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313362,Dicroidium,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Tracheophyta,Gymnospermopsida,Corystospermales,Corystospermaceae,Dicroidium,1,
313363,Ginkgoites,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Ginkgophyta,<NA>,<NA>,<NA>,Ginkgoites,1,PBDB
313364,Gleichenites,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Polypodiopsida,<NA>,Gleicheniaceae,Gleichenites,1,PBDB
313365,Lobatannularia,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Sphenophyta,Sphenopsida,<NA>,<NA>,Lobatannularia,1,PBDB
313366,Neuropteridium,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Pteropsida,<NA>,<NA>,Neuropteridium,1,PBDB
313367,Phlebopteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Polypodiopsida,Gleicheniales,Matoniaceae,Phlebopteris,1,
313368,Pityophyllum,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Gnetophyta,Gnetopsida,<NA>,<NA>,Pityophyllum,1,PBDB
313369,Podozamites,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313370,Psygmophyllum,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Ginkgophyta,<NA>,<NA>,<NA>,Psygmophyllum,1,PBDB
313371,Pterophyllum,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313374,Sphenobaiera,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Ginkgophyta,Ginkgoopsida,Ginkgoales,<NA>,Sphenobaiera,1,PBDB
313375,Sphenopteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Gymnospermae,Lyginopteridopsida,Lyginopteridales,<NA>,Sphenopteris,1,PBDB
313376,Spiropteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Tracheophyta,<NA>,<NA>,<NA>,Spiropteris,1,GBIF
313377,Swedenborgia,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Coniferophyta,<NA>,<NA>,<NA>,Swedenborgia,1,PBDB
313380,Taeniopteris,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Taeniopteris,1,PBDB
313381,Thinnfeldia,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Cycadophyta,Cycadopsida,Pteridospermales,<NA>,Thinnfeldia,1,PBDB
313382,Todites,genus,Anisian,,246.7,241.464,123.699997,41.299999,CN,Liaoning,Linjia,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313390,Equisetites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,1,
313391,Neocalamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313392,Neocalamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313393,Neocalamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313394,Baiera,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,1,
313395,Baiera,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,1,
313396,Baiera,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,1,
313397,Baiera,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,1,
313398,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313399,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313400,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313401,Coniopteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,1,
313402,Coniopteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,1,
313403,Coniopteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,1,
313404,Ctenis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenis,1,
313405,Czekanowskia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Czekanowskia,1,PBDB
313406,Czekanowskia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Czekanowskia,1,PBDB
313407,Eboracia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,<NA>,<NA>,<NA>,Eboracia,1,PBDB
313408,Elatides,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Elatides,1,
313409,Elatocladus,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Elatocladus,1,PBDB
313410,Elatocladus,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Elatocladus,1,PBDB
313411,Ginkgoites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,<NA>,<NA>,<NA>,Ginkgoites,1,PBDB
313412,Phoenicopsis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Phoenicopsis,1,PBDB
313413,Phoenicopsis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Phoenicopsis,1,PBDB
313414,Podozamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313415,Podozamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313416,Pterophyllum,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313417,Pterophyllum,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313418,Stenorhachis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,<NA>,Stenorhachis,1,PBDB
313419,Todites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313420,Strobilites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Gymnospermae,<NA>,Coniferales,<NA>,Strobilites,1,PBDB
313421,Carpolithus,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Angiospermae,<NA>,<NA>,<NA>,Carpolithus,1,PBDB
313422,Radicites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Dabao,,Tracheophyta,Polypodiopsida,Equisetales,Calamitaceae,Radicites,1,GBIF
313423,Anomozamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Anomozamites,1,PBDB
313424,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313425,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313426,Cladophlebis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313427,Clathropteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,<NA>,Polypodiaceae,Clathropteris,1,PBDB
313428,Coniopteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,1,
313429,Coniopteris,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,1,
313430,Ctenis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenis,1,
313431,Czekanowskia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Czekanowskia,1,PBDB
313432,Eboracia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,<NA>,<NA>,<NA>,Eboracia,1,PBDB
313433,Elatocladus,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Elatocladus,1,PBDB
313434,Elatocladus,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Elatocladus,1,PBDB
313435,Nilsonia,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Nilsonia,1,PBDB
313436,Phoenicopsis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Phoenicopsis,1,PBDB
313437,Phoenicopsis,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,<NA>,Phoenicopsis,1,PBDB
313438,Pityophyllum,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gnetophyta,Gnetopsida,<NA>,<NA>,Pityophyllum,1,PBDB
313439,Podozamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313440,Podozamites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313441,Pterophyllum,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313442,Pterophyllum,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313443,Todites,genus,Middle Jurassic,,174.7,161.5,124.0,41.400002,CN,Liaoning,Shanguoling,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313447,Equisetites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,1,
313448,Neocalamites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313449,Anomozamites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Anomozamites,1,PBDB
313450,Bernoullia,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,<NA>,<NA>,<NA>,Bernoullia,1,PBDB
313451,Cladophlebis,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313452,Cladophlebis,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313453,Cladophlebis,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313454,Clathropteris,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,Polypodiaceae,Clathropteris,1,PBDB
313455,Danaeopsis,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,Marattiales,Marattiaceae,Danaeopsis,1,
313456,Dictyophyllum,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,1,
313457,Ginkgoites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Ginkgophyta,<NA>,<NA>,<NA>,Ginkgoites,1,PBDB
313458,Lepidopteris,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Peltaspermaceae,Lepidopteris,1,
313459,Marattiopsis,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,Marattiales,Marattiaceae,Marattiopsis,1,
313460,Nilsonia,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Nilsonia,1,PBDB
313461,Taeniopteris,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Taeniopteris,1,PBDB
313462,Todites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313463,Todites,genus,Rhaetian,,205.7,201.4,108.400002,21.799999,CN,Guangxi,Fulongao,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313465,Equisetites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,1,
313466,Neocalamites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,1,
313467,Anomozamites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Anomozamites,1,PBDB
313468,Cladophlebis,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
313469,Clathropteris,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,<NA>,Polypodiaceae,Clathropteris,1,PBDB
313470,Dictyophyllum,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,1,
313471,Nilsonia,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Nilsonia,1,PBDB
313472,Phlebopteris,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,Gleicheniales,Matoniaceae,Phlebopteris,1,
313473,Podozamites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Gymnospermae,<NA>,Coniferales,Podocarpaceae,Podozamites,1,PBDB
313474,Pterophyllum,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313475,Pterophyllum,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Pterophyllum,1,PBDB
313476,Thaumatopteris,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Thaumatopteris,1,
313477,Todites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Pteridophyta,Polypodiopsida,<NA>,Osmundaceae,Todites,1,PBDB
313478,Zamites,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Gymnospermae,Pteropsida,Bennettitales,<NA>,Zamites,1,PBDB
313479,Carpolithus,genus,Norian,Rhaetian,227.3,201.4,102.800003,29.0,CN,Sichuan,Baiguowan,,Angiospermae,<NA>,<NA>,<NA>,Carpolithus,1,PBDB
313480,Equisetites,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,1,
313481,Acanthopteris,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Pteridophyta,Polypodiopsida,Filicales,Dicksoniaceae,Acanthopteris,1,
313483,Asplenium,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,
313484,Brachyphyllum,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Brachyphyllum,1,PBDB
313485,Cephalotaxopsis,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Cephalotaxopsis,1,
313486,Cladophlebis,genus,Late Jurassic,,161.5,143.1,133.0,45.900002,CN,Heilongjiang,Chengzhi,,Pteridophyta,Polypodiopsida,<NA>,<NA>,Cladophlebis,1,PBDB
