id,nome,rango,intervallo_iniziale,intervallo_finale,eta_massima,eta_minima,longitudine,latitudine,codice_paese,stato_regione,formazione,gruppo_geologico,phylum,classe,ordine,famiglia,genere,origine_dataset,fonte_riempimento_tassonomia
583650,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0,1.772222,42.159168,ES,Cataluña,,Tremp,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
583651,Eubrontes,genus,Middle Bathonian,,168.2,165.3,-6.14,57.584167,UK,Scotland,Valtos Sandstone,Great Estuarine,Chordata,Reptilia,Saurischia,Grallatoridae,Eubrontes,0,dataset_extra_dinosauri
583653,Ornithopoda,suborder,Middle Bathonian,,168.2,165.3,-6.14067,57.58453,UK,Scotland,Lealt Shale,Great Estuarine,Chordata,Ornithischia,,,,0,
583818,Ornithopoda,suborder,Early Barremian,,125.77,121.4,-0.766667,40.950001,ES,Aragón,Blesa,,Chordata,Ornithischia,,,,0,
583819,Polacanthus,genus,Late Barremian,,125.77,121.4,0.424167,40.493332,ES,Valenciana,Arcillas de Morella,,Chordata,Ornithischia,Ornithischia,Nodosauridae,Polacanthus,0,dataset_extra_dinosauri
583820,Nodosauridae,family,Late Hauterivian,Early Barremian,132.6,121.4,-3.169444,41.869167,ES,Castilla y Leon,Piedrahita de Muñó,Tera,Chordata,Ornithischia,Ornithischia,Nodosauridae,,0,post_dataset_extra_famiglia_to_ordine
583821,Polacanthus,genus,Late Barremian,Aptian,125.77,113.2,-3.233333,42.024166,ES,Castilla y Leon,Piedrahita de Muñó,Urbión,Chordata,Ornithischia,Ornithischia,Nodosauridae,Polacanthus,0,dataset_extra_dinosauri
583832,Elongatoolithus,genus,Early Barremian,,125.77,121.4,-0.862899,40.659817,ES,Aragón,El Castellar,,Chordata,Reptilia,<NA>,Elongatoolithidae,Elongatoolithus,0,PBDB
583840,Megalosauripus,genus,Early Berriasian,,143.1,141.0,-2.386667,42.061111,ES,Castilla y León,Huérteles,Oncala,Chordata,Reptilia,Saurischia,Eubrontidae,Megalosauripus,0,post_dataset_extra_famiglia_to_ordine
583841,Ligabuesaurus leanzai,species,Early Albian,,113.2,110.1,-69.396942,-39.59222,AR,Neuquén,Lohan Cura,,Chordata,Saurischia,Saurischia,<NA>,Ligabuesaurus,0,PBDB
583855,Troodon,genus,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Troodontidae,Troodon,0,dataset_extra_dinosauri
583856,Tyrannosauridae,family,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Tyrannosauridae,,0,post_dataset_extra_famiglia_to_ordine
583857,Tyrannosauridae,family,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Tyrannosauridae,,0,post_dataset_extra_famiglia_to_ordine
583858,Tarbosaurus bataar,species,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Tyrannosauridae,Tarbosaurus,0,dataset_extra_dinosauri
583859,Saurornitholestes,genus,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Dromaeosauridae,Saurornitholestes,0,dataset_extra_dinosauri
583860,Richardoestesia,genus,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Dromaeosauridae,Richardoestesia,0,dataset_extra_dinosauri
583861,Richardoestesia,genus,Late Maastrichtian,,72.2,66.0,130.859451,49.082779,RU,Amur,Udurchukan,Tsagayan,Chordata,Reptilia,Saurischia,Dromaeosauridae,Richardoestesia,0,dataset_extra_dinosauri
583969,Anomoepus,genus,Late Albian,Early Cenomanian,106.3,93.9,-105.223053,39.7575,US,Colorado,Muddy Sandstone,Dakota,Chordata,Ornithischia,<NA>,Moyenisauropodidae,Anomoepus,0,PBDB
584074,Silesaurus opolensis,species,Tuvalian,,233.6,227.3,18.249166,50.669167,PL,Opole,Drawno Beds,,Chordata,Ornithischia,<NA>,Silesauridae,Silesaurus,0,PBDB
584077,Silesaurus opolensis,species,Carnian,Norian,237.0,205.7,18.249166,50.669167,PL,Opole,Drawno Beds,,Chordata,Ornithischia,<NA>,Silesauridae,Silesaurus,0,PBDB
584088,Stegoceras validum,species,Middle Campanian,Late Campanian,83.6,72.2,-109.591667,46.242222,US,Montana,Judith River,Montana,Chordata,Ornithischia,Ornithischia,Pachycephalosauridae,Stegoceras,0,dataset_extra_dinosauri
584089,Lambeosaurinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2,-109.591667,46.242222,US,Montana,Judith River,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584090,Hadrosaurinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2,-109.591667,46.242222,US,Montana,Judith River,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584091,Ceratopsia,suborder,Middle Campanian,Late Campanian,83.6,72.2,-109.591667,46.242222,US,Montana,Judith River,Montana,Chordata,Ornithischia,,,,0,
584092,Daspletosaurus horneri,species,Late Campanian,,83.6,72.2,-112.660004,47.82,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Tyrannosauridae,Daspletosaurus,0,dataset_extra_dinosauri
584093,Carnosauria,infraorder,Late Campanian,,83.6,72.2,-112.660004,47.82,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Avetheropoda,,,0,
584095,Achelousaurus horneri,species,Late Campanian,,83.6,72.2,-113.75,48.630001,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Achelousaurus,0,dataset_extra_dinosauri
584097,Ankylosauridae,family,Late Campanian,,83.6,72.2,-113.75,48.630001,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,0,post_dataset_extra_famiglia_to_ordine
584098,Daspletosaurus horneri,species,Late Campanian,,83.6,72.2,-113.75,48.630001,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Tyrannosauridae,Daspletosaurus,0,dataset_extra_dinosauri
584099,Hadrosauridae,family,Late Campanian,,83.6,72.2,-113.75,48.630001,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584101,Hypsilophodontidae,family,Late Campanian,,83.6,72.2,-113.75,48.633301,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hypsilophodontidae,,0,post_dataset_extra_famiglia_to_ordine
584102,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,-113.75,48.633301,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584103,Daspletosaurus,genus,Late Campanian,,83.6,72.2,-113.75,48.633301,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Tyrannosauridae,Daspletosaurus,0,dataset_extra_dinosauri
584106,Hypsilophodontidae,family,Middle Campanian,,83.6,72.2,-112.701118,48.479202,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hypsilophodontidae,,0,post_dataset_extra_famiglia_to_ordine
584107,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2,-112.701118,48.479202,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Pachycephalosauridae,,0,post_dataset_extra_famiglia_to_ordine
584108,Rubeosaurus ovatus,species,Late Campanian,,83.6,72.2,-112.650002,48.966599,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Rubeosaurus,0,dataset_extra_dinosauri
584109,Centrosaurinae,subfamily,Late Campanian,,83.6,72.2,-112.650002,48.966599,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,0,post_dataset_extra_famiglia_to_ordine
584110,Nodosauridae,family,Late Campanian,,83.6,72.2,-112.966667,48.650002,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Nodosauridae,,0,post_dataset_extra_famiglia_to_ordine
584111,Orodromeus makelai,species,Late Campanian,,83.6,72.2,-112.642014,48.91082,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Thescelosauridae,Orodromeus,0,dataset_extra_dinosauri
584112,Nodosauridae,family,Late Campanian,,83.6,72.2,-112.642014,48.91082,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Nodosauridae,,0,post_dataset_extra_famiglia_to_ordine
584113,Ornithomimidae,family,Late Campanian,,83.6,72.2,-112.642014,48.91082,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Ornithomimidae,,0,post_dataset_extra_famiglia_to_ordine
584115,Ankylosauridae,family,Late Campanian,,83.6,72.2,-113.75,48.630001,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,0,post_dataset_extra_famiglia_to_ordine
584116,Ankylosauridae,family,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,0,post_dataset_extra_famiglia_to_ordine
584118,Carnosauria,infraorder,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Avetheropoda,,,0,
584119,Centrosaurinae,subfamily,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,0,post_dataset_extra_famiglia_to_ordine
584120,Ceratopsia,suborder,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,,,,0,
584123,Einiosaurus procurvicornis,species,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Einiosaurus,0,dataset_extra_dinosauri
584124,Hadrosauridae,family,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584125,Hypacrosaurus stebingeri,species,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Hypacrosaurus,0,dataset_extra_dinosauri
584126,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
584127,Nodosauridae,family,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Nodosauridae,,0,post_dataset_extra_famiglia_to_ordine
584129,Pachycephalosauridae,family,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Pachycephalosauridae,,0,post_dataset_extra_famiglia_to_ordine
584130,Paronychodon,genus,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Troodontidae,Paronychodon,0,dataset_extra_dinosauri
584132,Troodon formosus,species,Late Campanian,,83.6,72.2,-112.642403,48.935501,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Troodontidae,Troodon,0,dataset_extra_dinosauri
584133,Camptosaurus,genus,Kimmeridgian,,154.8,149.2,-107.779167,44.535557,US,Wyoming,Morrison,,Chordata,Ornithischia,Ornithischia,<NA>,Camptosaurus,0,PBDB
584135,Megaloolithus jabalpurensis,species,Early Campanian,Middle Campanian,83.6,72.2,-68.504997,-38.020832,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584136,Megaloolithus jabalpurensis,species,Early Campanian,Middle Campanian,83.6,72.2,-68.514725,-38.086945,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584137,Megaloolithus jabalpurensis,species,Early Campanian,Middle Campanian,83.6,72.2,-68.51667,-37.883331,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584138,Titanosauridae,family,Early Campanian,Middle Campanian,83.6,72.2,-68.51667,-37.883331,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,Saurischia,Titanosauridae,,0,post_dataset_extra_famiglia_to_ordine
584139,Megaloolithus jabalpurensis,species,Early Campanian,Middle Campanian,83.6,72.2,-68.51667,-37.883331,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584140,Nemegtosauridae,family,Early Campanian,Middle Campanian,83.6,72.2,-68.51667,-37.883331,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,Saurischia,Nemegtosauridae,,0,post_dataset_extra_famiglia_to_ordine
584141,Titanosauridae,family,Early Campanian,Middle Campanian,83.6,72.2,-68.504997,-38.020832,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,Saurischia,Titanosauridae,,0,post_dataset_extra_famiglia_to_ordine
584142,Titanosauridae,family,Early Campanian,Middle Campanian,83.6,72.2,-68.514725,-38.086945,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,Saurischia,Titanosauridae,,0,post_dataset_extra_famiglia_to_ordine
584198,Dromaeosauridae,family,Late Aptian,,119.57,113.2,-97.947533,32.280102,US,Texas,Twin Mountains,Trinity,Chordata,Reptilia,Saurischia,Dromaeosauridae,,0,post_dataset_extra_famiglia_to_ordine
584209,Dromaeosaurus,genus,Middle Campanian,,83.6,72.2,-110.385277,50.473057,CA,Alberta,Oldman,Belly River,Chordata,Reptilia,Saurischia,Dromaeosauridae,Dromaeosaurus,0,dataset_extra_dinosauri
584210,Dromaeosaurus,genus,Middle Campanian,,83.6,72.2,-111.580902,50.815201,CA,Alberta,Oldman,Belly River,Chordata,Reptilia,Saurischia,Dromaeosauridae,Dromaeosaurus,0,dataset_extra_dinosauri
584211,Troodon formosus,species,Middle Campanian,,83.6,72.2,-111.6175,50.790558,CA,Alberta,Oldman,Belly River,Chordata,Reptilia,Saurischia,Troodontidae,Troodon,0,dataset_extra_dinosauri
584212,Iguanodontia,infraorder,Late Hauterivian,Early Barremian,132.6,121.4,-3.233333,42.024166,ES,Castilla y León,Pinilla de los Moros,Urbión,Chordata,Ornithischia,,,,0,
584213,Saurornitholestes langstoni,species,Middle Campanian,,83.6,72.2,-111.488899,50.742401,CA,Alberta,Oldman,Belly River,Chordata,Reptilia,Saurischia,Dromaeosauridae,Saurornitholestes,0,dataset_extra_dinosauri
584305,Saurornitholestes langstoni,species,Middle Campanian,,83.6,72.2,-111.41861,50.753056,CA,Alberta,Oldman,Belly River,Chordata,Reptilia,Saurischia,Dromaeosauridae,Saurornitholestes,0,dataset_extra_dinosauri
584310,Silesaurus opolensis,species,Carnian,Norian,237.0,205.7,18.275557,50.665833,PL,Opole,Grabowa,,Chordata,Ornithischia,<NA>,Silesauridae,Silesaurus,0,PBDB
584318,Megaloolithus cylindricus,species,Maastrichtian,,72.2,66.0,81.559998,23.495832,IN,Madhya Pradesh,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584319,Fusioolithus mohabeyi,species,Maastrichtian,,72.2,66.0,73.327499,23.025833,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
584320,Megaloolithus cylindricus,species,Maastrichtian,,72.2,66.0,73.326279,23.055542,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584321,Megaloolithus khempurensis,species,Maastrichtian,,72.2,66.0,73.383667,23.104828,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584322,Megaloolithus khempurensis,species,Maastrichtian,,72.2,66.0,73.340279,22.991388,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584323,Megaloolithus dhoridungriensis,species,Maastrichtian,,72.2,66.0,73.383331,23.133333,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
584325,Fusioolithus mohabeyi,species,Maastrichtian,,72.2,66.0,73.329643,22.959316,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
584326,Fusioolithus mohabeyi,species,Maastrichtian,,72.2,66.0,73.340279,22.862499,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
584327,Fusioolithus mohabeyi,species,Maastrichtian,,72.2,66.0,74.279167,22.895,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585145,Abelisauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0,-49.245277,-19.457222,BR,Minas Gerais,Adamantina,Bauru,Chordata,Reptilia,Saurischia,Abelisauridae,,0,post_dataset_extra_famiglia_to_ordine
585146,Abelisauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0,-49.245277,-19.457222,BR,Minas Gerais,Adamantina,Bauru,Chordata,Reptilia,Saurischia,Abelisauridae,,0,post_dataset_extra_famiglia_to_ordine
585148,Maxakalisaurus topai,species,Late Campanian,Early Maastrichtian,83.6,66.0,-49.245277,-19.457222,BR,Minas Gerais,Adamantina,Bauru,Chordata,Saurischia,Saurischia,Saltasauridae,Maxakalisaurus,0,dataset_extra_dinosauri
585149,Maxakalisaurus topai,species,Late Campanian,Early Maastrichtian,83.6,66.0,-49.245277,-19.457222,BR,Minas Gerais,Adamantina,Bauru,Chordata,Saurischia,Saurischia,Saltasauridae,Maxakalisaurus,0,dataset_extra_dinosauri
585152,Megaloolithus megadermus,species,Maastrichtian,,72.2,66.0,74.223892,22.959999,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585153,Megaloolithus megadermus,species,Maastrichtian,,72.2,66.0,74.141945,22.952778,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585154,Megaloolithus megadermus,species,Maastrichtian,,72.2,66.0,73.388336,23.0875,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585156,Megaloolithus problematica,species,Maastrichtian,,72.2,66.0,73.327499,23.025833,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585157,Megaloolithus problematica,species,Maastrichtian,,72.2,66.0,73.329643,22.959316,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585158,Megaloolithus problematica,species,Maastrichtian,,72.2,66.0,73.340279,22.862499,IN,Gujarat,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585204,Fusioolithus baghensis,species,Maastrichtian,,72.2,66.0,73.354164,23.079166,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585208,Fusioolithus baghensis,species,Maastrichtian,,72.2,66.0,73.330055,23.042234,IN,Gujarat,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585218,Fusioolithus dholiyaensis,species,Maastrichtian,,72.2,66.0,74.608757,22.249218,IN,Madhya Pradesh,Lameta,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585219,Megaloolithus microtuberculata,species,Campanian,,83.6,72.2,5.59559,43.479961,FR,Provence-Alpes-Côte d'Azur,,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585220,Megaloolithus siruguei,species,Early Campanian,,83.6,72.2,5.293215,43.536854,FR,Provence-Alpes-Côte d'Azur,,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585221,Megaloolithus siruguei,species,Campanian,,83.6,72.2,5.232222,43.468334,FR,,,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585222,Megaloolithus siruguei,species,Maastrichtian,,72.2,66.0,5.659722,43.518333,FR,,Calcaire de Rognac,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585223,Megaloolithus siruguei,species,Early Maastrichtian,,72.2,66.0,2.258982,42.934311,FR,Languedoc-Roussillon,Marnes Rouges Inférieures,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585224,Fusioolithus baghensis,species,Late Maastrichtian,,72.2,66.0,5.928056,43.62722,FR,Provence-Alpes-Côte d'Azur,,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585225,Fusioolithus baghensis,species,Maastrichtian,,72.2,66.0,5.659722,43.518333,FR,,Calcaire de Rognac,,Chordata,Reptilia,<NA>,Fusioolithidae,Fusioolithus,0,PBDB
585226,Platypelta coombsi,species,Late Campanian,,83.6,72.2,-111.494446,50.729443,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ankylosauridae,Platypelta,0,post_dataset_extra_famiglia_to_ordine
585227,Euoplocephalus,genus,Late Campanian,,83.6,72.2,-111.488899,50.742401,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ankylosauridae,Euoplocephalus,0,dataset_extra_dinosauri
585231,Euoplocephalus,genus,Early Maastrichtian,,72.2,66.0,-112.958298,51.775501,CA,Alberta,Horseshoe Canyon,Edmonton,Chordata,Ornithischia,Ornithischia,Ankylosauridae,Euoplocephalus,0,dataset_extra_dinosauri
585235,Euoplocephalus,genus,Early Maastrichtian,,72.2,66.0,-112.977776,48.638332,US,Montana,St. Mary River,,Chordata,Ornithischia,Ornithischia,Ankylosauridae,Euoplocephalus,0,dataset_extra_dinosauri
585428,Parabrontopodus,genus,Late Kimmeridgian,,152.21,149.2,-9.167778,38.430279,PT,Setúbal,Azóia,,Chordata,Saurischia,Saurischia,Parabrontopodidae,Parabrontopodus,0,post_dataset_extra_famiglia_to_ordine
585429,Parabrontopodus,genus,Late Kimmeridgian,,152.21,149.2,-9.167778,38.430279,PT,Setúbal,Azóia,,Chordata,Saurischia,Saurischia,Parabrontopodidae,Parabrontopodus,0,post_dataset_extra_famiglia_to_ordine
585430,Parabrontopodus,genus,Late Kimmeridgian,,152.21,149.2,-9.167778,38.430279,PT,Setúbal,Azóia,,Chordata,Saurischia,Saurischia,Parabrontopodidae,Parabrontopodus,0,post_dataset_extra_famiglia_to_ordine
585431,Parabrontopodus,genus,Late Kimmeridgian,,152.21,149.2,-9.167778,38.430279,PT,Setúbal,Azóia,,Chordata,Saurischia,Saurischia,Parabrontopodidae,Parabrontopodus,0,post_dataset_extra_famiglia_to_ordine
585432,Megaloolithus jabalpurensis,species,Santonian,Early Campanian,85.7,72.2,-68.052498,-38.973331,AR,Neuquén,Río Colorado,Neuquén,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585439,Megaloolithus cylindricus,species,Maastrichtian,,72.2,66.0,74.383331,22.133333,IN,Madhya Pradesh,Lameta,,Chordata,Saurischia,<NA>,Megaloolithidae,Megaloolithus,0,PBDB
585457,Oobardjidama foulkesi,species,Valanginian,Barremian,137.05,121.4,122.177223,-17.973612,AU,Western Australia,Broome Sandstone,,Chordata,Saurischia,Saurischia,<NA>,Oobardjidama,0,PBDB
585498,Brontopodus,genus,Kimmeridgian,,154.8,149.2,-109.840408,38.676479,US,Utah,Morrison,,Chordata,Saurischia,<NA>,<NA>,Brontopodus,0,PBDB
585499,Deltapodus brodricki,species,Aalenian,,174.7,170.9,-0.59829,54.488918,UK,England,Saltwick,Ravenscar,Chordata,Ornithischia,<NA>,<NA>,Deltapodus,0,PBDB
586532,Bambiraptor feinbergi,species,Late Campanian,,83.6,72.2,-112.276108,47.990002,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Dromaeosauridae,Bambiraptor,0,dataset_extra_dinosauri
586539,Saurornitholestes,genus,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Dromaeosauridae,Saurornitholestes,0,dataset_extra_dinosauri
586540,Richardoestesia isosceles,species,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Dromaeosauridae,Richardoestesia,0,dataset_extra_dinosauri
586541,Paronychodon,genus,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Troodontidae,Paronychodon,0,dataset_extra_dinosauri
586542,Daspletosaurus,genus,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Tyrannosauridae,Daspletosaurus,0,dataset_extra_dinosauri
586543,Tyrannosauridae,family,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Tyrannosauridae,,0,post_dataset_extra_famiglia_to_ordine
586544,Ankylosauridae,family,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,0,post_dataset_extra_famiglia_to_ordine
586545,Hadrosaurinae,subfamily,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
586546,Lambeosaurinae,subfamily,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
586547,Ceratopsidae,family,Judithian,,83.6,72.2,-107.278099,42.854401,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,0,post_dataset_extra_famiglia_to_ordine
586548,Hadrosaurinae,subfamily,Judithian,,83.6,72.2,-107.099998,43.200001,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
586549,Lambeosaurinae,subfamily,Judithian,,83.6,72.2,-107.099998,43.200001,US,Wyoming,Mesaverde,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
586550,Tyrannosauridae,family,Judithian,,83.6,72.2,-107.099998,43.200001,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Tyrannosauridae,,0,post_dataset_extra_famiglia_to_ordine
586551,Paronychodon,genus,Judithian,,83.6,72.2,-107.099998,43.200001,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Troodontidae,Paronychodon,0,dataset_extra_dinosauri
586554,Richardoestesia isosceles,species,Judithian,,83.6,72.2,-107.756699,44.117401,US,Wyoming,Mesaverde,,Chordata,Reptilia,Saurischia,Dromaeosauridae,Richardoestesia,0,dataset_extra_dinosauri
586578,Hadrosauridae,family,Middle Campanian,,83.6,72.2,-112.118614,37.634724,US,Utah,Wahweap,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,0,post_dataset_extra_famiglia_to_ordine
