genere,genere_key,phylum,classe,ordine,famiglia,fonte_lookup
tarchia,tarchia,Chordata,Reptilia,Ornithischia,Ankylosauridae,data.csv_taxonomy
telmatosaurus,telmatosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,data.csv_taxonomy
tenontosaurus,tenontosaurus,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
thecodontosaurus,thecodontosaurus,Chordata,Reptilia,Saurischia,,data.csv_taxonomy
therizinosaurus,therizinosaurus,Chordata,Reptilia,Saurischia,Therizinosauridae,data.csv_taxonomy
thescelosaurus,thescelosaurus,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
torosaurus,torosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,data.csv_taxonomy
torvosaurus,torvosaurus,Chordata,Reptilia,Saurischia,Megalosauridae,data.csv_taxonomy
triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,data.csv_taxonomy
troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,data.csv_taxonomy
tsagantegia,tsagantegia,Chordata,Reptilia,Ornithischia,Ankylosauridae,data.csv_taxonomy
tsintaosaurus,tsintaosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,data.csv_taxonomy
tuojiangosaurus,tuojiangosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,data.csv_taxonomy
tylocephale,tylocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,data.csv_taxonomy
tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,data.csv_taxonomy
udanoceratops,udanoceratops,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
unenlagia,unenlagia,Chordata,Reptilia,Saurischia,Dromaeosauridae,data.csv_taxonomy
urbacodon,urbacodon,Chordata,Reptilia,Saurischia,,data.csv_taxonomy
utahraptor,utahraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,data.csv_taxonomy
valdosaurus,valdosaurus,Chordata,Reptilia,Ornithischia,Dryosauridae,data.csv_taxonomy
velociraptor,velociraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,data.csv_taxonomy
vulcanodon,vulcanodon,Chordata,Reptilia,Saurischia,Vulcanodontidae,data.csv_taxonomy
yandusaurus,yandusaurus,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
yangchuanosaurus,yangchuanosaurus,Chordata,Reptilia,Saurischia,Sinraptoridae,data.csv_taxonomy
yimenosaurus,yimenosaurus,Chordata,Reptilia,Saurischia,,data.csv_taxonomy
yingshanosaurus,yingshanosaurus,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
yinlong,yinlong,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
yuanmousaurus,yuanmousaurus,Chordata,Reptilia,Saurischia,,data.csv_taxonomy
yunnanosaurus,yunnanosaurus,Chordata,Reptilia,Saurischia,,data.csv_taxonomy
zalmoxes,zalmoxes,Chordata,Reptilia,Ornithischia,Rhabdodontidae,data.csv_taxonomy
zephyrosaurus,zephyrosaurus,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
zuniceratops,zuniceratops,Chordata,Reptilia,Ornithischia,,data.csv_taxonomy
Protarchaeopteryx,protarchaeopteryx,Chordata,Reptilia,Saurischia,Archaeopterygidae,dinosaurs.csv
Caudipteryx,caudipteryx,Chordata,Reptilia,Saurischia,Caudipterygidae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Isisaurus,isisaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Daspletosaurus,daspletosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Daspletosaurus,daspletosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Daspletosaurus,daspletosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Amygdalodon,amygdalodon,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Bistahieversor,bistahieversor,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Sonorasaurus,sonorasaurus,Chordata,Reptilia,Saurischia,Brachiosauridae,dinosaurs.csv
Mononykus,mononykus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Tarbosaurus,tarbosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Efraasia,efraasia,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Massospondylus,massospondylus,Chordata,Reptilia,Saurischia,Massospondylidae,dinosaurs.csv
Amargasaurus,amargasaurus,Chordata,Reptilia,Saurischia,Dicraeosauridae,dinosaurs.csv
Apatosaurus,apatosaurus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Brontosaurus,brontosaurus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Dilophosaurus,dilophosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Dilophosaurus,dilophosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Brontosaurus,brontosaurus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Velociraptor,velociraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Gorgosaurus,gorgosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Kotasaurus,kotasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Barosaurus,barosaurus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Plateosaurus,plateosaurus,Chordata,Reptilia,Saurischia,Plateosauridae,dinosaurs.csv
Liliensternus,liliensternus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Plateosaurus,plateosaurus,Chordata,Reptilia,Saurischia,Plateosauridae,dinosaurs.csv
Liliensternus,liliensternus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Liliensternus,liliensternus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Velociraptor,velociraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Apatosaurus,apatosaurus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Chindesaurus,chindesaurus,Chordata,Reptilia,Saurischia,Herrerasauridae,dinosaurs.csv
Sauroposeidon,sauroposeidon,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Dromaeosaurus,dromaeosaurus,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Dromaeosaurus,dromaeosaurus,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Dryptosaurus,dryptosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Sphingopus,sphingopus,Chordata,Reptilia,Saurischia,Parachirotheriidae,dinosaurs.csv
Mamenchisaurus,mamenchisaurus,Chordata,Reptilia,Saurischia,Mamenchisauridae,dinosaurs.csv
Eoraptor,eoraptor,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Herrerasaurus,herrerasaurus,Chordata,Reptilia,Saurischia,Herrerasauridae,dinosaurs.csv
Herrerasaurus,herrerasaurus,Chordata,Reptilia,Saurischia,Herrerasauridae,dinosaurs.csv
Titanosaurus,titanosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Haestasaurus,haestasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Dilophosaurus,dilophosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Yunnanosaurus,yunnanosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Spinosaurus,spinosaurus,Chordata,Reptilia,Saurischia,Spinosauridae,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Acrocanthosaurus,acrocanthosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Acrocanthosaurus,acrocanthosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Acrocanthosaurus,acrocanthosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Bahariasaurus,bahariasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Aegyptosaurus,aegyptosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Bahariasaurus,bahariasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Spinostropheus,spinostropheus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Aegyptosaurus,aegyptosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Aegyptosaurus,aegyptosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Spinostropheus,spinostropheus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Agnosphitys,agnosphitys,Chordata,Reptilia,Saurischia,Guaibasauridae,dinosaurs.csv
Segisaurus,segisaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Saturnalia,saturnalia,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Deltadromeus,deltadromeus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Rebbachisaurus,rebbachisaurus,Chordata,Reptilia,Saurischia,Rebbachisauridae,dinosaurs.csv
Spinosaurus,spinosaurus,Chordata,Reptilia,Saurischia,Spinosauridae,dinosaurs.csv
Carcharodontosaurus,carcharodontosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Elaphrosaurus,elaphrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Carnotaurus,carnotaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Lametasaurus,lametasaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Indosuchus,indosuchus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Indosaurus,indosaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Laevisuchus,laevisuchus,Chordata,Reptilia,Saurischia,Noasauridae,dinosaurs.csv
Titanosaurus,titanosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Jainosaurus,jainosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Nanotyrannus,nanotyrannus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Dromaeosaurus,dromaeosaurus,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Duriatitan,duriatitan,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Ornithopsis,ornithopsis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Histriasaurus,histriasaurus,Chordata,Reptilia,Saurischia,Rebbachisauridae,dinosaurs.csv
Plateosaurus,plateosaurus,Chordata,Reptilia,Saurischia,Plateosauridae,dinosaurs.csv
Plateosaurus,plateosaurus,Chordata,Reptilia,Saurischia,Plateosauridae,dinosaurs.csv
Parvicursor,parvicursor,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Pantydraco,pantydraco,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Utahraptor,utahraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Utahraptor,utahraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Moabosaurus,moabosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Paronychodon,paronychodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Tyrannosaurus,tyrannosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Cetiosaurus,cetiosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Epidendrosaurus,epidendrosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Paronychodon,paronychodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Fuscinapedis,fuscinapedis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Mirischia,mirischia,Chordata,Reptilia,Saurischia,Compsognathidae,dinosaurs.csv
Irritator,irritator,Chordata,Reptilia,Saurischia,Spinosauridae,dinosaurs.csv
Mamenchisaurus,mamenchisaurus,Chordata,Reptilia,Saurischia,Mamenchisauridae,dinosaurs.csv
Xuanhanosaurus,xuanhanosaurus,Chordata,Reptilia,Saurischia,Metriacanthosauridae,dinosaurs.csv
Shunosaurus,shunosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Dystrophaeus,dystrophaeus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Diplodocus,diplodocus,Chordata,Reptilia,Saurischia,Diplodocidae,dinosaurs.csv
Coelurus,coelurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Dubreuillosaurus,dubreuillosaurus,Chordata,Reptilia,Saurischia,Megalosauridae,dinosaurs.csv
Variraptor,variraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Atsinganosaurus,atsinganosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Variraptor,variraptor,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Tarascosaurus,tarascosaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Ilokelesia,ilokelesia,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Quilmesaurus,quilmesaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Giganotosaurus,giganotosaurus,Chordata,Reptilia,Saurischia,Carcharodontosauridae,dinosaurs.csv
Aucasaurus,aucasaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Sphingopus,sphingopus,Chordata,Reptilia,Saurischia,Parachirotheriidae,dinosaurs.csv
Piatnitzkysaurus,piatnitzkysaurus,Chordata,Reptilia,Saurischia,Piatnitzkysauridae,dinosaurs.csv
Patagosaurus,patagosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Volkheimeria,volkheimeria,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Patagosaurus,patagosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Skartopus,skartopus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Lirainosaurus,lirainosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Nuthetes,nuthetes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Nuthetes,nuthetes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Cetiosaurus,cetiosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Megalosaurus,megalosaurus,Chordata,Reptilia,Saurischia,Megalosauridae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Megalosauropus,megalosauropus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Spinosaurus,spinosaurus,Chordata,Reptilia,Saurischia,Spinosauridae,dinosaurs.csv
Pycnonemosaurus,pycnonemosaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Abelisaurus,abelisaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Majungasaurus,majungasaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Traukutitan,traukutitan,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Aeolosaurus,aeolosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Zupaysaurus,zupaysaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Richardoestesia,richardoestesia,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Rajasaurus,rajasaurus,Chordata,Reptilia,Saurischia,Abelisauridae,dinosaurs.csv
Troodon,troodon,Chordata,Reptilia,Saurischia,Troodontidae,dinosaurs.csv
Deinonychus,deinonychus,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Vulcanodon,vulcanodon,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Massospondylus,massospondylus,Chordata,Reptilia,Saurischia,Massospondylidae,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Megalosauropus,megalosauropus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Coelophysis,coelophysis,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Compsognathus,compsognathus,Chordata,Reptilia,Saurischia,Compsognathidae,dinosaurs.csv
Barapasaurus,barapasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Mendozasaurus,mendozasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Camarasaurus,camarasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Blikanasaurus,blikanasaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Massospondylus,massospondylus,Chordata,Reptilia,Saurischia,Massospondylidae,dinosaurs.csv
Thecodontosaurus,thecodontosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Piveteausaurus,piveteausaurus,Chordata,Reptilia,Saurischia,Megalosauridae,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Kinnareemimus,kinnareemimus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Phuwiangosaurus,phuwiangosaurus,Chordata,Reptilia,Saurischia,,dinosaurs.csv
Siamotyrannus,siamotyrannus,Chordata,Reptilia,Saurischia,Metriacanthosauridae,dinosaurs.csv
Allosaurus,allosaurus,Chordata,Reptilia,Saurischia,Allosauridae,dinosaurs.csv
Albertosaurus,albertosaurus,Chordata,Reptilia,Saurischia,Tyrannosauridae,dinosaurs.csv
Saurornitholestes,saurornitholestes,Chordata,Reptilia,Saurischia,Dromaeosauridae,dinosaurs.csv
Dilophosauripus,dilophosauripus,Chordata,Reptilia,Saurischia,Grallatoridae,dinosaurs.csv
