nome,rango,genere,famiglia,ordine,classe,phylum,origine_dataset,fonte_riempimento_tassonomia
Sobniogallus albinojamrozi,species,Sobniogallus,,Galliformes,Reptilia,Chordata,0,
Bayannurosaurus perfectus,species,Bayannurosaurus,,,Ornithischia,Chordata,0,
Mirarce eatoni,species,Mirarce,Avisauridae,,Reptilia,Chordata,0,
Chiappeavis magnapremaxillo,species,Chiappeavis,Pengornithidae,,Reptilia,Chordata,0,
Baalsaurus mansillai,species,Baalsaurus,,,Saurischia,Chordata,0,
Timurlengia euotica,species,Timurlengia,,,Reptilia,Chordata,0,
Beipiaosaurus inexpectus,species,Beipiaosaurus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Kulindapteryx ukureica,species,Kulindapteryx,Jeholosauridae,,Ornithischia,Chordata,0,
Tendaguria,genus,Tendaguria,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Pareisactus evrostos,species,Pareisactus,,,Ornithischia,Chordata,0,
Mnyamawamtuka moyowamkia,species,Mnyamawamtuka,,,Saurischia,Chordata,0,
Nemegtonykus citus,species,Nemegtonykus,,,Reptilia,Chordata,0,
Coelurosaurichnus largentierensis,species,Coelurosaurichnus,,,Saurischia,Chordata,0,
Lepidocheirosaurus natatilis,species,Lepidocheirosaurus,Nqwebasauridae,,Reptilia,Chordata,0,
Bauxitornis,genus,Bauxitornis,Avisauridae,,Reptilia,Chordata,0,
Crateropteryx colei,species,Crateropteryx,,,Reptilia,Chordata,0,
Macroelongatoolithus,genus,Macroelongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Kaijutitan maui,species,Kaijutitan,,,Saurischia,Chordata,0,
Piscivoravis lii,species,Piscivoravis,,,Reptilia,Chordata,0,
Monoenantiornis sihedangia,species,Monoenantiornis,,,Reptilia,Chordata,0,
Dingavis longimaxilla,species,Dingavis,,,Reptilia,Chordata,0,
Soumyasaurus aenigmaticus,species,Soumyasaurus,Silesauridae,,Ornithischia,Chordata,0,
Yizhousaurus sunae,species,Yizhousaurus,,,Saurischia,Chordata,0,
Oceanotitan dantasi,species,Oceanotitan,,,Saurischia,Chordata,0,
Paravipus didactyloides,species,Paravipus,,,Reptilia,Chordata,0,
Brontopodus pentadactylus,species,Brontopodus,,,Saurischia,Chordata,0,
Vayuraptor nongbualamphuensis,species,Vayuraptor,,,Reptilia,Chordata,0,
Phuwiangvenator yaemniyomi,species,Phuwiangvenator,,,Reptilia,Chordata,0,
Enantiornis walkeri,species,Enantiornis,,,Reptilia,Chordata,0,
Trachoolithus faticanus,species,Trachoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Oblongoolithus glaber,species,Oblongoolithus,Oblongoolithidae,,Reptilia,Chordata,0,
Elektorornis chenguangi,species,Elektorornis,,,Reptilia,Chordata,0,
Wintonopus,genus,Wintonopus,,,Ornithischia,Chordata,0,
Bannykus wulatensis,species,Bannykus,,,Reptilia,Chordata,0,
Xiyunykus pengi,species,Xiyunykus,,,Reptilia,Chordata,0,
Afromimus tenerensis,species,Afromimus,,,Reptilia,Chordata,0,
Microenantiornis vulgaris,species,Microenantiornis,,,Reptilia,Chordata,0,
Junornis houi,species,Junornis,,,Reptilia,Chordata,0,
Qiupanykus zhangi,species,Qiupanykus,,,Reptilia,Chordata,0,
Notatesseraeraptor frickensis,species,Notatesseraeraptor,,,Reptilia,Chordata,0,
Orienantius ritteri,species,Orienantius,,,Reptilia,Chordata,0,
Nhandumirim waldsangae,species,Nhandumirim,,,Saurischia,Chordata,0,
Alcmonavis poeschli,species,Alcmonavis,,,Reptilia,Chordata,0,
Similifaveoloolithus shuangtangensis,species,Similifaveoloolithus,Similifaveoloolithidae,,Reptilia,Chordata,0,
Mosaicoolithus zhangtoucaoensis,species,Mosaicoolithus,,,Reptilia,Chordata,0,
Prismatoolithus tiantaiensis,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Macroelongatoolithus zhangi,species,Macroelongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Coralloidoolithus shizuiwanensis,species,Coralloidoolithus,Stalicoolithidae,,Reptilia,Chordata,0,
Elongatoolithus chichengshanensis,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Hemifaveoloolithus muyushanensis,species,Hemifaveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Parafaveoloolithus guoqingsiensis,species,Parafaveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Spheroolithus jincunensis,species,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Stalicoolithus shifengensis,species,Stalicoolithus,Stalicoolithidae,,Reptilia,Chordata,0,
Similifaveoloolithus gongzhulingensis,species,Similifaveoloolithus,Similifaveoloolithidae,,Reptilia,Chordata,0,
Protodictyoolithus jiangi,species,Protodictyoolithus,Dictyoolithidae,,Reptilia,Chordata,0,
Paradictyoolithus zhuangqianensis,species,Paradictyoolithus,Dictyoolithidae,,Reptilia,Chordata,0,
Paradictyoolithus xiaxishanensis,species,Paradictyoolithus,Dictyoolithidae,,Reptilia,Chordata,0,
Duovallumoolithus shangdanensis,species,Duovallumoolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Parafaveoloolithus pingxiangensis,species,Parafaveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Weewarrasaurus pobeni,species,Weewarrasaurus,,,Ornithischia,Chordata,0,
Fostoria,genus,Fostoria,,,Ornithischia,Chordata,0,
Elongatoolithus laijiaensis,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Dendroolithus dendriticus,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Fushanosaurus qitaiensis,species,Fushanosaurus,,,Saurischia,Chordata,0,
Eutynichnium,genus,Eutynichnium,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Fostoria dhimbangunmal,species,Fostoria,,,Ornithischia,Chordata,0,
Kwanasaurus williamparkeri,species,Kwanasaurus,Silesauridae,,Ornithischia,Chordata,0,
Siamraptor suwati,species,Siamraptor,,,Reptilia,Chordata,0,
Nipponoolithus ramosus,species,Nipponoolithus,,,Reptilia,Chordata,0,
Megaloolithus maghrebiensis,species,Megaloolithus,Megaloolithidae,,Saurischia,Chordata,0,
Trigonoolithus amoae,species,Trigonoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Spheroolithus europaeus,species,Spheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Moros intrepidus,species,Moros,,,Reptilia,Chordata,0,
Mafatrisauropus,genus,Mafatrisauropus,,Avetheropoda,Reptilia,Chordata,0,
Rotodactylopus archaeus,species,Rotodactylopus,,,Saurischia,Chordata,0,
Anatrisauropus ginsburgi,species,Anatrisauropus,,,Saurischia,Chordata,0,
Trisauropodiscus superaviforma,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Tritotrisauropus medius,species,Tritotrisauropus,,,Saurischia,Chordata,0,
Trisauropodiscus phasianiforma,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Trisauropodiscus levis,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Trisauropodiscus pompompoi,species,Trisauropodiscus,,,Reptilia,Chordata,0,
Fusioolithus,genus,Fusioolithus,Fusioolithidae,,Reptilia,Chordata,0,
Kookne yeutensis,species,Kookne,,,Reptilia,Chordata,0,
Isasicursor santacrucensis,species,Isasicursor,,,Ornithischia,Chordata,0,
Gretcheniao sinensis,species,Gretcheniao,,,Reptilia,Chordata,0,
Shangyang graciles,species,Shangyang,,,Reptilia,Chordata,0,
Mengciusornis dentatus,species,Mengciusornis,Schizoouridae,,Reptilia,Chordata,0,
Asfaltovenator vialidadi,species,Asfaltovenator,,,Reptilia,Chordata,0,
Argillipes aurorum,species,Argillipes,,Galliformes,Reptilia,Chordata,0,
Abdarainurus barsboldi,species,Abdarainurus,,,Saurischia,Chordata,0,
Antarcticavis capelambensis,species,Antarcticavis,,,Reptilia,Chordata,0,
Diluvicursor pickeringi,species,Diluvicursor,,,Ornithischia,Chordata,0,
Overoraptor chimentoi,species,Overoraptor,,,Reptilia,Chordata,0,
Irisosaurus yimenensis,species,Irisosaurus,,,Saurischia,Chordata,0,
Schleitheimia schutzi,species,Schleitheimia,,,Saurischia,Chordata,0,
Sanxiasaurus modaoxiensis,species,Sanxiasaurus,,,Ornithischia,Chordata,0,
Shishugounykus inexpectus,species,Shishugounykus,,,Reptilia,Chordata,0,
Jinbeisaurus wangi,species,Jinbeisaurus,,,Reptilia,Chordata,0,
Yunyangosaurus puanensis,species,Yunyangosaurus,,,Reptilia,Chordata,0,
Kompsornis longicaudus,species,Kompsornis,,Jeholornithiformes,Reptilia,Chordata,0,
Beg tse,species,Beg,,,Ornithischia,Chordata,0,
Vectaerovenator inopinatus,species,Vectaerovenator,,,Reptilia,Chordata,0,
Picunichnus,genus,Picunichnus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Kayentapus ambrokholohali,species,Kayentapus,,,Reptilia,Chordata,0,
Saurichnium tetractis,species,Saurichnium,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Mahuidacursor lipanglef,species,Mahuidacursor,,,Ornithischia,Chordata,0,
Saurexallopus cordata,species,Saurexallopus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Bravasaurus arrierosorum,species,Bravasaurus,,,Saurischia,Chordata,0,
Punatitan coughlini,species,Punatitan,,,Saurischia,Chordata,0,
Gigantibis incognita,species,Gigantibis,,Galliformes,Reptilia,Chordata,0,
Falcatakely forsterae,species,Falcatakely,,,Reptilia,Chordata,0,
Argillipes,genus,Argillipes,,Galliformes,Reptilia,Chordata,0,
Garrigatitan meridionalis,species,Garrigatitan,,,Saurischia,Chordata,0,
Scutellosaurus,genus,Scutellosaurus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Ostendichnus bilobatus,species,Ostendichnus,,,Reptilia,Chordata,0,
Prismatoolithus ilekensis,species,Prismatoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Lingyuanosaurus sihedangensis,species,Lingyuanosaurus,,,Reptilia,Chordata,0,
Tanycolagreus,genus,Tanycolagreus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Dzharatitanis kingi,species,Dzharatitanis,,,Saurischia,Chordata,0,
Arackar licanantay,species,Arackar,,,Saurischia,Chordata,0,
Galleonosaurus dorisae,species,Galleonosaurus,,,Ornithischia,Chordata,0,
Duriatitan,genus,Duriatitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Uriash kadici,species,Uriash,,,Saurischia,Chordata,0,
Paludititan,genus,Paludititan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Lirainosaurus,genus,Lirainosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Eutynichnium lusitanicum,species,Eutynichnium,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Deuterotetrapous triassicus,species,Deuterotetrapous,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Fusioolithus padiyalensis,species,Fusioolithus,Fusioolithidae,,Reptilia,Chordata,0,
Tiamat valdecii,species,Tiamat,,,Saurischia,Chordata,0,
Ninjatitan zapatai,species,Ninjatitan,,,Saurischia,Chordata,0,
Sarmientichnus,genus,Sarmientichnus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Anomoepus moghrebensis,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Castignovolucris sebei,species,Castignovolucris,,,Reptilia,Chordata,0,
Coelurosaurichnus ratumensis,species,Coelurosaurichnus,,,Saurischia,Chordata,0,
Caririchnium liucixini,species,Caririchnium,Iguanodontipodidae,,Ornithischia,Chordata,0,
Ordexallopus zhanglifui,species,Ordexallopus,,,Reptilia,Chordata,0,
Caririchnium yeongdongensis,species,Caririchnium,Iguanodontipodidae,,Ornithischia,Chordata,0,
Atsinganosaurus velauciensis,species,Atsinganosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Matheronodon provincialis,species,Matheronodon,,,Ornithischia,Chordata,0,
Pashtosaurus zhobi,species,Pashtosaurus,,,Saurischia,Chordata,0,
Gspsaurus pakistani,species,Gspsaurus,Gspsauridae,,Saurischia,Chordata,0,
Saraikimasoom vitakri,species,Saraikimasoom,Gspsauridae,,Saurischia,Chordata,0,
Ikqaumishan smqureshi,species,Ikqaumishan,Gspsauridae,,Saurischia,Chordata,0,
Dgkhansaurus maarri,species,Dgkhansaurus,,,Saurischia,Chordata,0,
Laiyangoolithus lixiangensis,species,Laiyangoolithus,Prismatoolithidae,,Ornithischia,Chordata,0,
Multifissoolithus chianensis,species,Multifissoolithus,Dongyangoolithidae,,Reptilia,Chordata,0,
Corpulentapus,genus,Corpulentapus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Fylax thyrakolasus,species,Fylax,,,Ornithischia,Chordata,0,
Portellsaurus sosbaynati,species,Portellsaurus,,,Ornithischia,Chordata,0,
Hamititan xinjiangensis,species,Hamititan,,,Saurischia,Chordata,0,
Bumbanortyx transitoria,species,Bumbanortyx,,Galliformes,Reptilia,Chordata,0,
Bumbanipodius magnus,species,Bumbanipodius,,Galliformes,Reptilia,Chordata,0,
Pendraig milnerae,species,Pendraig,,,Reptilia,Chordata,0,
Yunnanosaurus youngi,species,Yunnanosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Sauroposeidon,genus,Sauroposeidon,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Macroolithus mutabilis,species,Macroolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Spicomellus afer,species,Spicomellus,,,Ornithischia,Chordata,0,
Theroplantigrada encisensis,species,Theroplantigrada,,,Reptilia,Chordata,0,
Kayentapus ubacensis,species,Kayentapus,,,Reptilia,Chordata,0,
Stegouros elengassen,species,Stegouros,,,Ornithischia,Chordata,0,
Avimaia schweitzerae,species,Avimaia,,,Reptilia,Chordata,0,
Teratopodus,genus,Teratopodus,,,Saurischia,Chordata,0,
Himeoolithus murakamii,species,Himeoolithus,,,Reptilia,Chordata,0,
Siamopodus xui,species,Siamopodus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Shensipus xiaoliheensis,species,Anomoepus,Moyenisauropodidae,,Ornithischia,Chordata,0,
Changpeipus longweimaoensis,species,Changpeipus,,Avetheropoda,Reptilia,Chordata,0,
Ningxiapus liupanshanensis,species,Ningxiapus,,,Ornithischia,Chordata,0,
Shanbeipus caudatus,species,Shanbeipus,,,Reptilia,Chordata,0,
Wakinyantanka styxi,species,Wakinyantanka,,,Reptilia,Chordata,0,
Brighstoneus simmondsi,species,Brighstoneus,,,Ornithischia,Chordata,0,
Aratasaurus museunacionali,species,Aratasaurus,,,Reptilia,Chordata,0,
Occitanopodus gandi,species,Occitanopodus,,,Saurischia,Chordata,0,
Pseudomegaloolithus atlasi,species,Pseudomegaloolithus,,,Saurischia,Chordata,0,
Rodolphoolithus arioul,species,Rodolphoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Pseudogeckoolithus tirboulensis,species,Pseudogeckoolithus,,,Reptilia,Chordata,0,
Musivavis amabilis,species,Musivavis,,,Reptilia,Chordata,0,
Yuxisaurus kopchicki,species,Yuxisaurus,,,Ornithischia,Chordata,0,
Cairanoolithus,genus,Cairanoolithus,Cairanoolithidae,,Ornithischia,Chordata,0,
Filichnites oncalensis,species,Filichnites,,,Reptilia,Chordata,0,
Itsukisauropus izumiensis,species,Itsukisauropus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Iyuku raathi,species,Iyuku,,,Ornithischia,Chordata,0,
Stegopodus,genus,Stegopodus,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Paralititan,genus,Paralititan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Yuzhoulong qurenensis,species,Yuzhoulong,,,Saurischia,Chordata,0,
Caieiria allocaudata,species,Caieiria,,,Saurischia,Chordata,0,
Mbiresaurus raathi,species,Mbiresaurus,,,Saurischia,Chordata,0,
Gamatavus antiquus,species,Gamatavus,Silesauridae,,Ornithischia,Chordata,0,
Tuebingosaurus maierfritzorum,species,Tuebingosaurus,,,Saurischia,Chordata,0,
Minimocursor phunoiensis,species,Minimocursor,,,Ornithischia,Chordata,0,
Napaisaurus guangxiensis,species,Napaisaurus,,,Ornithischia,Chordata,0,
Chucarosaurus diripienda,species,Chucarosaurus,,,Saurischia,Chordata,0,
Multifissoolithus shimonosekiensis,species,Multifissoolithus,Dongyangoolithidae,,Reptilia,Chordata,0,
Amanasaurus nesbitti,species,Amanasaurus,Silesauridae,,Ornithischia,Chordata,0,
Transylvanosaurus platycephalus,species,Transylvanosaurus,,,Ornithischia,Chordata,0,
Yatenavis ieujensis,species,Yatenavis,,,Reptilia,Chordata,0,
Jakapil kaniukura,species,Jakapil,,,Ornithischia,Chordata,0,
Migmanychion laiyang,species,Migmanychion,,,Reptilia,Chordata,0,
Enantiornis martini,species,Enantiornis,,,Reptilia,Chordata,0,
Catenoleimus,genus,Catenoleimus,,Alexornithiformes,Reptilia,Chordata,0,
Calvarius rapidus,species,Calvarius,,,Ornithischia,Chordata,0,
Brevirostruavis macrohyoideus,species,Brevirostruavis,,,Reptilia,Chordata,0,
Gonkoken nanoi,species,Gonkoken,,,Ornithischia,Chordata,0,
Menucocelsior arriagadai,species,Menucocelsior,,,Saurischia,Chordata,0,
Fujianvenator prodigiosus,species,Fujianvenator,,,Reptilia,Chordata,0,
Jiangxititan ganzhouensis,species,Jiangxititan,,,Saurischia,Chordata,0,
Calamosaurus foxi,species,Calamosaurus,,,Reptilia,Chordata,0,
Ampelognathus coheni,species,Ampelognathus,,,Ornithischia,Chordata,0,
Qianlong shouhu,species,Qianlong,,,Saurischia,Chordata,0,
Montanoolithus labadousensis,species,Montanoolithus,Montanoolithidae,,Reptilia,Chordata,0,
Inawentu oslatus,species,Inawentu,,,Saurischia,Chordata,0,
Datousaurus,genus,Datousaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Shunosaurus,genus,Shunosaurus,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Brontopodus triangularis,species,Brontopodus,,,Saurischia,Chordata,0,
Neimengornis rectusmim,species,Neimengornis,,Jeholornithiformes,Reptilia,Chordata,0,
Bustingorrytitan shiva,species,Bustingorrytitan,,,Saurischia,Chordata,0,
Gandititan cavocaudatus,species,Gandititan,,,Saurischia,Chordata,0,
Sibirotitan,genus,Sibirotitan,,,Saurischia,Chordata,0,
Yuanchuavis kompsosoura,species,Yuanchuavis,Pengornithidae,,Reptilia,Chordata,0,
Vectipelta barretti,species,Vectipelta,,,Ornithischia,Chordata,0,
Titanomachya gimenezi,species,Titanomachya,,,Saurischia,Chordata,0,
Musankwa sanyatiensis,species,Musankwa,,,Saurischia,Chordata,0,
Hesperonyx martinhotomasorum,species,Hesperonyx,,,Ornithischia,Chordata,0,
Chakisaurus nekul,species,Chakisaurus,,,Ornithischia,Chordata,0,
Comptonatus chasei,species,Comptonatus,,,Ornithischia,Chordata,0,
Tietasaura derbyiana,species,Tietasaura,,,Ornithischia,Chordata,0,
Kaririavis mater,species,Kaririavis,,,Reptilia,Chordata,0,
Fortipesavis prehendens,species,Fortipesavis,,,Reptilia,Chordata,0,
Sasayamagnomus saegusai,species,Sasayamagnomus,,,Ornithischia,Chordata,0,
Kunbarrasaurus,genus,Kunbarrasaurus,,,Ornithischia,Chordata,0,
Emiliasaura alessandrii,species,Emiliasaura,,,Ornithischia,Chordata,0,
Navaornis hestiae,species,Navaornis,,,Reptilia,Chordata,0,
Tubercuoolithus,genus,Tubercuoolithus,,,Reptilia,Chordata,0,
Tristraguloolithus,genus,Tristraguloolithus,,,Reptilia,Chordata,0,
Dispersituberoolithus,genus,Dispersituberoolithus,,,Reptilia,Chordata,0,
Sousatitanosauripus robsoni,species,Sousatitanosauripus,,,Saurischia,Chordata,0,
Lishulong wangi,species,Lishulong,,,Saurischia,Chordata,0,
Yuanyanglong bainian,species,Yuanyanglong,,,Reptilia,Chordata,0,
Ralikhomopus aviator,species,Ralikhomopus,,,Reptilia,Chordata,0,
Baminornis zhenghensis,species,Baminornis,,,Reptilia,Chordata,0,
Archaeocursor asiaticus,species,Archaeocursor,,,Ornithischia,Chordata,0,
Qianjiangsaurus changshengi,species,Qianjiangsaurus,,,Ornithischia,Chordata,0,
Chadititan calvoi,species,Chadititan,,,Saurischia,Chordata,0,
Kank australis,species,Kank,Unenlagiidae,,Reptilia,Chordata,0,
Enigmacursor mollyborthwickae,species,Enigmacursor,,,Ornithischia,Chordata,0,
Imparavis attenboroughi,species,Imparavis,,,Reptilia,Chordata,0,
Timimus,genus,Timimus,,Saurischia,Reptilia,Chordata,0,dataset_extra_dinosauri
Huashanosaurus qini,species,Huashanosaurus,,,Saurischia,Chordata,0,
Dendroolithus fengguangcunensis,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Paraspheroolithus sanwangbacunensis,species,Paraspheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Pinnatoolithus shitangensis,species,Pinnatoolithus,Pinnatoolithidae,,Reptilia,Chordata,0,
Pinnatoolithus nanxiongensis,species,Pinnatoolithus,Pinnatoolithidae,,Reptilia,Chordata,0,
Lanceoloolithus xiapingensis,species,Lanceoloolithus,Pinnatoolithidae,,Reptilia,Chordata,0,
Lanceoloolithus huangtangensis,species,Lanceoloolithus,Pinnatoolithidae,,Reptilia,Chordata,0,
Macroolithus lashuyuanensis,species,Macroolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Angolatitan adamastor,species,Angolatitan,,Saurischia,Saurischia,Chordata,0,dataset_extra_dinosauri
Dendroolithus furcatus,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Dendroolithus zhaoyingensis,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Elongatoolithus jianchangensis,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Paraspheroolithus yangchengensis,species,Paraspheroolithus,Spheroolithidae,,Ornithischia,Chordata,0,
Elongatoolithus yangjiagouensis,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Parafaveoloolithus xipingensis,species,Parafaveoloolithus,Faveoloolithidae,,Saurischia,Chordata,0,
Elongatoolithus chimeiensis,species,Elongatoolithus,Elongatoolithidae,,Reptilia,Chordata,0,
Placoolithus tumiaolingensis,species,Placoolithus,Dendroolithidae,,Reptilia,Chordata,0,
Placoolithus taohensis,species,Placoolithus,Dendroolithidae,,Reptilia,Chordata,0,
Dendroolithus xichuanensis,species,Dendroolithus,Phaceloolithidae,,Reptilia,Chordata,0,
Huayracursor jaguensis,species,Huayracursor,,,Saurischia,Chordata,0,
Anteavis crurilongus,species,Anteavis,,,Reptilia,Chordata,0,
Cariocecus bocagei,species,Cariocecus,,,Ornithischia,Chordata,0,
Zavacephale rinpoche,species,Zavacephale,,,Ornithischia,Chordata,0,
Istiorachis macarthurae,species,Istiorachis,,,Ornithischia,Chordata,0,
Yeneen houssayi,species,Yeneen,,,Saurischia,Chordata,0,
Yamaceratops,genus,Yamaceratops,,Ornithischia,Ornithischia,Chordata,0,dataset_extra_dinosauri
Haolong dongi,species,Haolong,,,Ornithischia,Chordata,0,
Wudingloong wui,species,Wudingloong,,,Saurischia,Chordata,0,
Xingxiulong yueorum,species,Xingxiulong,,,Saurischia,Chordata,0,
Pulaosaurus qinglong,species,Pulaosaurus,,,Ornithischia,Chordata,0,
Jinchuanloong niedu,species,Jinchuanloong,,,Saurischia,Chordata,0,
Xiangyunloong fengming,species,Xiangyunloong,,,Saurischia,Chordata,0,
Kunpengornis anhuimusei,species,Kunpengornis,,,Reptilia,Chordata,0,
Ptychotherates bucculentus,species,Ptychotherates,,,Saurischia,Chordata,0,
Neobohaiornis lamadongensis,species,Neobohaiornis,Bohaiornithidae,,Reptilia,Chordata,0,
Chromeornis funkyi,species,Chromeornis,Longipterygidae,,Reptilia,Chordata,0,
Ahvaytum bahndooiveche,species,Ahvaytum,,,Saurischia,Chordata,0,
Phosphatotitan khouribgaensis,species,Phosphatotitan,Argentinosauridae,,Saurischia,Chordata,0,
Dasosaurus tocantinensis,species,Dasosaurus,,,Saurischia,Chordata,0,
Brachyphyllum comancheanum,species,Brachyphyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Masculostrobus lafonii,species,Masculostrobus,,,,Spermatophyta,1,
Alostrobus traversei,species,Alostrobus,,Coniferales,,Gymnospermae,1,
Pityoidolepis colbertii,species,Pityoidolepis,,Coniferales,,Gymnospermae,1,
Samaropsis lamyensis,species,Samaropsis,,Coniferales,,Gymnospermae,1,
Samaropsis romeri,species,Samaropsis,,Coniferales,,Gymnospermae,1,
Samaropsis finchii,species,Samaropsis,,Coniferales,,Gymnospermae,1,
Samaropsis bigelowii,species,Samaropsis,,Coniferales,,Gymnospermae,1,
Samaropsis whitensis,species,Samaropsis,,Coniferales,,Gymnospermae,1,
Pelourdea,genus,Pelourdea,,Cordaitales,,Coniferophyta,1,
Dinophyton spinosus,species,Dinophyton,,,,Gymnospermae,1,
Cladophlebis,genus,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Onychiopsis,genus,Onychiopsis,Polypodiaceae,,Polypodiopsida,Pteridophyta,1,
Zamites,genus,Zamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Araucaria,genus,Araucaria,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Sphenopteris,genus,Sphenopteris,,Lyginopteridales,Lyginopteridopsida,Gymnospermae,1,
