occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
1606423,227135,Ornithopoda,suborder,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Ornithischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606424,227136,Sauropoda,unranked clade,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Saurischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606425,227136,Ornithopoda,suborder,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Ornithischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606426,227136,Theropoda,unranked clade,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Reptilia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606427,227137,Sauropoda,unranked clade,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Saurischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606428,227137,Ornithopoda,suborder,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Ornithischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606429,227138,Theropoda,unranked clade,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Reptilia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606430,227138,Ornithopoda,suborder,Berriasian,,143.1,137.05,41.970551,-2.23244,ES,Castilla y León,Huérteles,Oncala,Chordata,Ornithischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606431,146328,Ornithopoda,suborder,Berriasian,,143.1,137.05,42.116669,-2.299444,ES,Castilla y Leon,Huérteles,Oncala,Chordata,Ornithischia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606432,157706,Ornithopoda,suborder,Early Berriasian,,143.1,141.0,41.987778,-2.232778,ES,Castilla y León,Huérteles,Oncala,Chordata,Ornithischia,,,,142.05,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
1606434,157712,Sauropoda,unranked clade,Early Berriasian,,143.1,141.0,42.129337,-2.291382,ES,Castilla y León,Huérteles,Oncala,Chordata,Saurischia,,,,142.05,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606435,157712,Theropoda,unranked clade,Early Berriasian,,143.1,141.0,42.129337,-2.291382,ES,Castilla y León,Huérteles,Oncala,Chordata,Reptilia,,,,142.05,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606436,227139,Theropoda,unranked clade,Berriasian,,143.1,137.05,42.058052,-2.376556,ES,Castilla y Leon,Huérteles,Oncala,Chordata,Reptilia,,,,140.075,Cretaceo,True,Dinosauria,Europa,,Altro/Non Classificato,False
1606467,227152,Dinosauria,unranked clade,Jurassic,,201.4,143.1,-20.646667,-69.106667,CL,Región de Tarapacá,,,Chordata,Reptilia,,,,172.25,Triassico,True,Dinosauria,Sud America,,Altro/Non Classificato,False
1606471,68446,Kalohipus bretunensis,species,Berriasian,,143.1,137.05,42.068672,-2.372683,ES,Castilla y León,Huérteles,Oncala,Chordata,Reptilia,Saurischia,,Kalohipus,140.075,Cretaceo,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
1606472,170931,Theropoda,unranked clade,Late Campanian,Late Maastrichtian,83.6,66.0,30.869261,-109.563271,MX,Sonora,,Cabullona,Chordata,Reptilia,,,,74.8,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606473,226324,Theropoda,unranked clade,Campanian,,83.6,72.2,28.832001,-105.981003,MX,Chihuahua,San Carlos,,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606474,170937,Theropoda,unranked clade,Middle Campanian,Late Campanian,83.6,72.2,28.921389,-103.33667,MX,Coahuila,Aguja,,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606475,91053,Theropoda,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0,27.879486,-101.39608,MX,Coahuila,Olmos,Navarro,Chordata,Reptilia,,,,74.8,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606476,79616,Theropoda,unranked clade,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606477,57046,Theropoda,unranked clade,Santonian,,85.7,83.6,19.049999,-100.699997,MX,Michoacán,Cutzamala,,Chordata,Reptilia,,,,84.65,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606478,131842,Tetanurae,unranked clade,Santonian,,85.7,83.6,19.052221,-100.712944,MX,Michoacán,Cutzamala,,Chordata,Reptilia,,,,84.65,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606479,171003,Theropoda,unranked clade,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606480,171002,Theropoda,unranked clade,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606481,59114,Richardoestesia,genus,Late Campanian,,83.6,72.2,25.6667,-101.300003,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,Richardoestesia,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606482,170942,Tyrannosauridae,family,Campanian,,83.6,72.2,29.566668,-104.416664,MX,Chihuahua,San Carlos,,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606483,170938,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,28.619473,-103.44558,MX,Coahuila,Aguja,,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606484,59114,Tyrannosauridae,family,Late Campanian,,83.6,72.2,25.6667,-101.300003,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606485,170998,Tyrannosauridae,family,Late Campanian,,83.6,72.2,25.618889,-101.048058,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606486,154244,Tyrannosauridae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606487,154244,Ornithomimidae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Ornithomimidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606488,154244,Dromaeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606489,154244,Saurornitholestinae,subfamily,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606490,154244,Troodontidae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Troodontidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606491,154244,Nodosauridae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Nodosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606492,154244,Ceratopsidae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606493,68039,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.56889,-101.334724,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606494,68039,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.56889,-101.334724,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606495,68039,Saurolophinae,subfamily,Late Campanian,,83.6,72.2,25.56889,-101.334724,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606496,24261,Ceratopsidae,family,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606497,171003,Ceratopsidae,family,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606498,171002,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Erbivoro,False
1606499,35360,Dromaeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.5,-101.75,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606500,97757,Ornithomimidae,family,Early Maastrichtian,,72.2,66.0,25.5,-101.699997,MX,Coahuila,,Difunta,Chordata,Reptilia,Saurischia,Ornithomimidae,,69.1,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606501,97757,Hadrosauridae,family,Early Maastrichtian,,72.2,66.0,25.5,-101.699997,MX,Coahuila,,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,69.1,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606502,79616,Saurolophinae,subfamily,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606503,24258,Coahuilasaurus lipani,species,Late Campanian,,83.6,72.2,25.470833,-101.699997,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Coahuilasaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606504,24258,Ceratopsidae,family,Late Campanian,,83.6,72.2,25.470833,-101.699997,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606505,35353,Titanosauria,unranked clade,Middle Campanian,Late Campanian,83.6,72.2,28.940832,-103.374168,MX,Chihuahua,Aguja,,Chordata,Saurischia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606506,35353,Nodosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,28.940832,-103.374168,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Nodosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606507,35353,Ceratopsidae,family,Middle Campanian,Late Campanian,83.6,72.2,28.940832,-103.374168,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606508,35353,Agujaceratops mariscalensis,species,Middle Campanian,Late Campanian,83.6,72.2,28.940832,-103.374168,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Agujaceratops,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606509,35353,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,28.940832,-103.374168,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606510,170939,Ceratopsidae,family,Late Campanian,,83.6,72.2,28.98889,-103.308334,MX,Coahuila,Aguja,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606511,154244,Dromaeosauridae,family,Late Campanian,,83.6,72.2,25.541889,-101.358788,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606512,170937,Ceratopsidae,family,Middle Campanian,Late Campanian,83.6,72.2,28.921389,-103.33667,MX,Coahuila,Aguja,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606513,170937,Nodosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,28.921389,-103.33667,MX,Coahuila,Aguja,,Chordata,Ornithischia,Ornithischia,Nodosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606514,170937,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,28.921389,-103.33667,MX,Coahuila,Aguja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606515,210630,Hadrosauridae,family,Late Campanian,,83.6,72.2,28.978611,-103.376114,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606516,210630,Ceratopsidae,family,Late Campanian,,83.6,72.2,28.978611,-103.376114,MX,Chihuahua,Aguja,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606517,170931,Ceratopsidae,family,Late Campanian,Late Maastrichtian,83.6,66.0,30.869261,-109.563271,MX,Sonora,,Cabullona,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,74.8,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606518,170931,Ornithomimidae,family,Late Campanian,Late Maastrichtian,83.6,66.0,30.869261,-109.563271,MX,Sonora,,Cabullona,Chordata,Reptilia,Saurischia,Ornithomimidae,,74.8,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606519,170931,Hadrosauridae,family,Late Campanian,Late Maastrichtian,83.6,66.0,30.869261,-109.563271,MX,Sonora,,Cabullona,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,74.8,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606520,170938,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2,28.619473,-103.44558,MX,Coahuila,Aguja,,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606521,170941,Titanosauria,unranked clade,Middle Campanian,Late Campanian,83.6,72.2,28.947361,-103.413216,MX,Chihuahua,Aguja,,Chordata,Saurischia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606522,24257,Nodosauridae,family,Late Campanian,,83.6,72.2,26.116667,-101.116669,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Nodosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606523,170998,Ornithomimidae,family,Late Campanian,,83.6,72.2,25.618889,-101.048058,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Ornithomimidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606524,59114,Ornithomimidae,family,Late Campanian,,83.6,72.2,25.6667,-101.300003,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Ornithomimidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606525,59114,Dromaeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.6667,-101.300003,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Dromaeosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606526,131843,Hadrosauroidea,unranked clade,Santonian,,85.7,83.6,19.049189,-100.710785,MX,Michoacán,Cutzamala,,Chordata,Ornithischia,,,,84.65,Cretaceo,True,Dinosauria,Nord America,,Erbivoro,False
1606527,57046,Hadrosauroidea,unranked clade,Santonian,,85.7,83.6,19.049999,-100.699997,MX,Michoacán,Cutzamala,,Chordata,Ornithischia,,,,84.65,Cretaceo,True,Dinosauria,Nord America,,Erbivoro,False
1606528,227153,Tyrannosauridae,family,Santonian,,85.7,83.6,19.049999,-100.699997,MX,Michoacán,Cutzamala,,Chordata,Reptilia,Saurischia,Tyrannosauridae,,84.65,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606548,227154,Ornithomimidae,family,Late Campanian,,83.6,72.2,25.393299,-100.956001,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,Saurischia,Ornithomimidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
1606549,227155,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.504723,-102.345001,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606552,24258,Saurolophinae,subfamily,Late Campanian,,83.6,72.2,25.470833,-101.699997,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606553,24260,Ankylosauridae,family,Late Campanian,,83.6,72.2,25.505556,-101.343887,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606554,24260,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.505556,-101.343887,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606555,24260,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.505556,-101.343887,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606556,76745,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606557,92116,Lambeosaurinae,subfamily,Late Campanian,,83.6,72.2,26.18,-101.279999,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606558,227156,Lambeosaurinae,subfamily,Santonian,Late Campanian,85.7,72.2,30.0333,-115.733299,MX,Baja California,La Bocana Roja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,78.95,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606559,13312,Lambeosaurinae,subfamily,Santonian,,85.7,83.6,30.049999,-115.73333,MX,Baja California,La Bocana Roja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,84.65,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606560,227157,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.470833,-101.699997,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606561,227158,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.470833,-101.699997,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606567,226325,Hadrosauridae,family,Late Campanian,,83.6,72.2,25.507999,-102.181999,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606568,227155,Saurolophinae,subfamily,Late Campanian,,83.6,72.2,25.504723,-102.345001,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606570,227160,Dinosauria,unranked clade,Late Campanian,,83.6,72.2,25.5,-101.400276,MX,Coahuila,Cerro del Pueblo,Difunta,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
1606572,227161,Hadrosauridae,family,Late Campanian,Maastrichtian,83.6,66.0,26.91,-101.405998,MX,Coahuila,Cerro Huerta,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,74.8,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606573,227162,Hadrosauridae,family,Late Cretaceous,,100.5,66.0,27.896,-101.291,MX,Coahuila,,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,83.25,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606574,227163,Hadrosauridae,family,Late Cretaceous,,100.5,66.0,26.997,-103.824997,MX,Chihuahua,,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,83.25,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606575,227164,Hadrosauridae,family,Late Campanian,,83.6,72.2,28.771999,-103.442001,MX,Coahuila,Aguja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
1606576,227165,Hadrosauridae,family,Late Campanian,Late Maastrichtian,83.6,66.0,30.896999,-109.559998,MX,Sonora,,Cabullona,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,74.8,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
